Shipment_ID,Product,Origin,Destination,Carrier,Spoiled_Flag,Departure_Time,Arrival_Time
SHP-63122,Insulin Glargine,Chennai,Delhi ,BlueDart,0,2025-12-17 00:00:00,2025-12-17 22:00:00
SHP-51786,COVID-19 mRNA Vaccine,Delhi,Delhi,DHL,0,2025-06-08 00:00:00,2025-06-09 15:00:00
SHP-20858,Insulin Glargine,Hyderabad,Bangalore ,Delhivery,0,2025-05-13 00:00:00,2025-05-14 03:00:00
SHP-62317,Amoxicillin,Chennai,mumbai,DHL,0,2025-11-07 00:00:00,2025-11-08 18:00:00
SHP-70636,Amoxicillin,Hyderabad,Chennai,FedEx,0,2025-04-26 00:00:00,2025-04-26 13:00:00
SHP-54997,Humira (Adalimumab),Chennai,Bangalore,,0,2025-08-13 00:00:00,2025-08-15 14:00:00
SHP-81092,Insulin Glargine,Delhi,Bangalore,BlueDart,0,2025-01-15 00:00:00,2025-01-15 13:00:00
SHP-53470,COVID-19 mRNA Vaccine,Hyderabad,Delhi,BlueDart,0,2025-08-19 00:00:00,2025-08-21 11:00:00
SHP-26412,Humira (Adalimumab),Delhi,Hyderabad,Shadowfax,0,2025-08-02 00:00:00,2025-08-04 16:00:00
SHP-68216,Humira (Adalimumab),Chennai,Chennai,BlueDart,0,2025-11-29 00:00:00,2025-12-01 20:00:00
SHP-19996,Humira (Adalimumab),Delhi,hyderabad ,Shadowfax,1,31/08/2025 00:00,2025-09-02 00:00:00
SHP-55719,COVID-19 mRNA Vaccine,Hyderabad,Chennai ,Delhivery,0,2025-04-29 00:00:00,2025-04-30 07:00:00
SHP-98126,Humira (Adalimumab),Hyderabad,Mumbai,FedEx,1,2025-11-13 00:00:00,2025-11-16 00:00:00
SHP-93839,COVID-19 mRNA Vaccine,Delhi,delhi,Delhivery,0,2025-09-18 00:00:00,2025-09-20 20:00:00
SHP-36908,Humira (Adalimumab),Mumbai,Mumbai ,Shadowfax,0,2025-02-20 00:00:00,2025-02-22 04:00:00
SHP-59918,COVID-19 mRNA Vaccine,Chennai,Bangalore,DHL,0,2025-07-26 00:00:00,2025-07-27 16:00:00
SHP-43958,Amoxicillin,Chennai,Delhi,DHL,0,2025-06-24 00:00:00,2025-06-25 17:00:00
SHP-12026,Amoxicillin,Delhi,Bangalore,Delhivery,0,12/06/2025 00:00,2025-06-13 03:00:00
SHP-41240,Amoxicillin,Mumbai,Mumbai ,DHL,0,06/07/2025 00:00,2025-07-08 12:00:00
SHP-33073,Amoxicillin,Hyderabad,Chennai ,Shadowfax,0,2025-11-26 00:00:00,2025-11-27 11:00:00
SHP-43973,Amoxicillin,Bangalore,Bangalore,FedEx,0,05/09/2025 00:00,2025-09-08 00:00:00
SHP-21362,Humira (Adalimumab),Bangalore,Hyderabad,BlueDart,0,2025-07-02 00:00:00,2025-07-03 23:00:00
SHP-88280,Humira (Adalimumab),Delhi,Chennai,Shadowfax,0,22/07/2025 00:00,2025-07-24 15:00:00
SHP-48142,Humira (Adalimumab),Mumbai,Chennai,Shadowfax,0,11/02/2025 00:00,2025-02-11 12:00:00
SHP-60547,COVID-19 mRNA Vaccine,Mumbai,Mumbai,BlueDart,0,2025-05-26 00:00:00,2025-05-27 09:00:00
SHP-47133,COVID-19 mRNA Vaccine,Chennai,Mumbai,BlueDart,1,2025-11-27 00:00:00,2025-11-29 20:00:00
SHP-23369,COVID-19 mRNA Vaccine,Hyderabad,Delhi,FedEx,0,2025-08-13 00:00:00,2025-08-14 06:00:00
SHP-34515,COVID-19 mRNA Vaccine,Mumbai,Delhi ,FedEx,0,2025-08-12 00:00:00,2025-08-14 18:00:00
SHP-68171,Amoxicillin,Bangalore,Hyderabad,FedEx,0,2025-01-27 00:00:00,2025-01-27 23:00:00
SHP-14146,Amoxicillin,Hyderabad,Chennai,DHL,0,2025-10-19 00:00:00,2025-10-21 13:00:00
SHP-30437,Amoxicillin,Hyderabad,hyderabad,Shadowfax,0,21/02/2025 00:00,2025-02-23 00:00:00
SHP-69876,Insulin Glargine,Delhi,Hyderabad,BlueDart,0,2025-07-04 00:00:00,2025-07-06 16:00:00
SHP-48344,Humira (Adalimumab),Mumbai,Mumbai,Shadowfax,1,2025-02-14 00:00:00,2025-02-14 18:00:00
SHP-61734,COVID-19 mRNA Vaccine,Delhi,Hyderabad,Shadowfax,0,2025-08-31 00:00:00,2025-09-02 03:00:00
SHP-11363,COVID-19 mRNA Vaccine,Mumbai,Hyderabad,FedEx,0,2025-03-08 00:00:00,2025-03-08 19:00:00
SHP-51314,Amoxicillin,Chennai,Bangalore,FedEx,0,2025-06-23 00:00:00,2025-06-23 22:00:00
SHP-50550,COVID-19 mRNA Vaccine,Delhi,Delhi,Shadowfax,0,2025-04-13 00:00:00,2025-04-15 00:00:00
SHP-43754,COVID-19 mRNA Vaccine,Delhi,Delhi,FedEx,0,2025-03-22 00:00:00,2025-03-23 04:00:00
SHP-14864,Humira (Adalimumab),Bangalore,Chennai,DHL,0,2026-01-01 00:00:00,2026-01-03 06:00:00
SHP-15367,Amoxicillin,Delhi,Delhi,BlueDart,0,2025-08-27 00:00:00,2025-08-29 12:00:00
SHP-97056,Humira (Adalimumab),Mumbai,Chennai,Shadowfax,0,2025-07-26 00:00:00,2025-07-28 22:00:00
SHP-56374,Insulin Glargine,Bangalore,Bangalore,BlueDart,0,31/03/2025 00:00,2025-04-01 02:00:00
SHP-30529,Insulin Glargine,Delhi,Delhi,DHL,0,2025-11-03 00:00:00,2025-11-03 17:00:00
SHP-40418,Insulin Glargine,Delhi,Bangalore,FedEx,0,2025-08-23 00:00:00,2025-08-24 09:00:00
SHP-63285,Amoxicillin,Chennai,Delhi,Delhivery,0,2025-05-02 00:00:00,2025-05-04 08:00:00
SHP-51005,COVID-19 mRNA Vaccine,Delhi,Delhi,DHL,0,20/09/2025 00:00,2025-09-20 15:00:00
SHP-13217,Amoxicillin,Hyderabad,Bangalore ,Delhivery,0,25/06/2025 00:00,2025-06-27 10:00:00
SHP-66405,Amoxicillin,Bangalore,Hyderabad,BlueDart,0,2025-09-17 00:00:00,2025-09-19 02:00:00
SHP-47377,COVID-19 mRNA Vaccine,Hyderabad,Hyderabad,Shadowfax,0,2025-03-02 00:00:00,2025-03-03 16:00:00
SHP-40501,Humira (Adalimumab),Bangalore,Hyderabad,FedEx,0,2025-09-17 00:00:00,2025-09-19 03:00:00
SHP-61763,Insulin Glargine,Chennai,hyderabad,DHL,0,2026-01-01 00:00:00,2026-01-03 03:00:00
SHP-51664,Humira (Adalimumab),Delhi,Delhi ,FedEx,0,2025-07-29 00:00:00,2025-07-30 12:00:00
SHP-42094,Insulin Glargine,Delhi,Mumbai,Delhivery,0,2025-12-17 00:00:00,2025-12-18 07:00:00
SHP-34397,Amoxicillin,Delhi,Bangalore,Delhivery,0,2025-06-30 00:00:00,2025-07-02 22:00:00
SHP-89561,Insulin Glargine,Bangalore,Mumbai,Shadowfax,0,2025-03-28 00:00:00,2025-03-30 03:00:00
SHP-82526,Amoxicillin,Delhi,Mumbai,Delhivery,0,2025-05-31 00:00:00,2025-06-02 19:00:00
SHP-31500,Humira (Adalimumab),Hyderabad,Chennai,Shadowfax,0,2025-04-03 00:00:00,2025-04-05 18:00:00
SHP-80732,Amoxicillin,Delhi,Hyderabad,DHL,0,2025-12-27 00:00:00,2025-12-27 19:00:00
SHP-49826,Humira (Adalimumab),Chennai,Delhi,Shadowfax,0,2025-05-22 00:00:00,2025-05-23 21:00:00
SHP-17969,COVID-19 mRNA Vaccine,Hyderabad,Hyderabad,Delhivery,0,2025-08-16 00:00:00,2025-08-17 23:00:00
SHP-33141,COVID-19 mRNA Vaccine,Delhi,Hyderabad,BlueDart,0,2025-11-11 00:00:00,2025-11-13 19:00:00
SHP-33112,COVID-19 mRNA Vaccine,Delhi,mumbai,Shadowfax,0,2025-10-20 00:00:00,2025-10-22 09:00:00
SHP-73443,Amoxicillin,Mumbai,Chennai,FedEx,0,2025-08-22 00:00:00,2025-08-23 10:00:00
SHP-55981,COVID-19 mRNA Vaccine,Bangalore,Hyderabad,BlueDart,0,2025-05-24 00:00:00,2025-05-24 18:00:00
SHP-83023,Insulin Glargine,Hyderabad,Bangalore,Shadowfax,0,2025-07-03 00:00:00,2025-07-04 22:00:00
SHP-76741,Humira (Adalimumab),Mumbai,Bangalore ,FedEx,0,2025-04-12 00:00:00,2025-04-13 05:00:00
SHP-30048,Humira (Adalimumab),Chennai,Hyderabad,BlueDart,0,2025-10-22 00:00:00,2025-10-23 04:00:00
SHP-80341,Insulin Glargine,Bangalore,Mumbai,Shadowfax,0,2025-04-07 00:00:00,2025-04-07 15:00:00
SHP-69921,Amoxicillin,Hyderabad,Mumbai ,DHL,0,2025-06-25 00:00:00,2025-06-26 11:00:00
SHP-75948,Amoxicillin,Delhi,delhi,FedEx,1,2025-04-08 00:00:00,2025-04-08 17:00:00
SHP-85738,Humira (Adalimumab),Hyderabad,Chennai,DHL,0,2025-08-13 00:00:00,2025-08-15 19:00:00
SHP-72282,COVID-19 mRNA Vaccine,Delhi,Mumbai ,Delhivery,0,2025-05-23 00:00:00,2025-05-25 16:00:00
SHP-82374,Amoxicillin,Bangalore,Delhi,,0,05/09/2025 00:00,2025-09-06 17:00:00
SHP-25110,Amoxicillin,Delhi,Bangalore ,Shadowfax,0,2025-06-07 00:00:00,2025-06-09 03:00:00
SHP-83730,Insulin Glargine,Chennai,Bangalore,FedEx,0,2025-02-03 00:00:00,2025-02-06 00:00:00
SHP-28671,Insulin Glargine,Delhi,bangalore,Shadowfax,0,2025-12-03 00:00:00,2025-12-03 12:00:00
SHP-18381,COVID-19 mRNA Vaccine,Chennai,Hyderabad,Delhivery,0,2025-10-25 00:00:00,2025-10-27 15:00:00
SHP-54009,Amoxicillin,Bangalore,Chennai,Shadowfax,0,23/08/2025 00:00,2025-08-24 11:00:00
SHP-38424,Amoxicillin,Bangalore,Delhi,BlueDart,0,23/03/2025 00:00,2025-03-24 01:00:00
SHP-83271,Insulin Glargine,Hyderabad,Chennai ,DHL,0,2025-12-29 00:00:00,2025-12-30 07:00:00
SHP-28563,Amoxicillin,Chennai,Hyderabad ,,0,2025-11-30 00:00:00,2025-12-02 04:00:00
SHP-76071,Humira (Adalimumab),Chennai,Delhi,Delhivery,0,2025-12-07 00:00:00,2025-12-08 16:00:00
SHP-77901,Insulin Glargine,Mumbai,Delhi,DHL,0,2025-01-12 00:00:00,2025-01-13 00:00:00
SHP-93777,COVID-19 mRNA Vaccine,Mumbai,mumbai,DHL,0,2025-08-02 00:00:00,2025-08-04 03:00:00
SHP-97302,Insulin Glargine,Mumbai,Chennai,Delhivery,1,2025-08-29 00:00:00,2025-08-30 16:00:00
SHP-12788,Amoxicillin,Delhi,Chennai,,0,2025-04-06 00:00:00,2025-04-07 21:00:00
SHP-89118,COVID-19 mRNA Vaccine,Mumbai,mumbai,FedEx,0,11/10/2025 00:00,2025-10-12 21:00:00
SHP-16766,Insulin Glargine,Chennai,Bangalore ,DHL,0,2025-01-15 00:00:00,2025-01-17 19:00:00
SHP-40038,Humira (Adalimumab),Delhi,hyderabad,BlueDart,0,2025-05-21 00:00:00,2025-05-22 13:00:00
SHP-36451,Humira (Adalimumab),Bangalore,Chennai ,BlueDart,0,2025-02-05 00:00:00,2025-02-06 04:00:00
SHP-15401,Insulin Glargine,Hyderabad,Mumbai,FedEx,0,2025-12-01 00:00:00,2025-12-03 07:00:00
SHP-88850,Humira (Adalimumab),Mumbai,Delhi,DHL,0,2025-03-10 00:00:00,2025-03-10 13:00:00
SHP-55091,Humira (Adalimumab),Bangalore,Mumbai ,BlueDart,0,2025-11-08 00:00:00,2025-11-10 11:00:00
SHP-12885,Humira (Adalimumab),Chennai,Bangalore,Shadowfax,0,2025-04-07 00:00:00,2025-04-09 19:00:00
SHP-25958,COVID-19 mRNA Vaccine,Hyderabad,Hyderabad,DHL,1,04/10/2025 00:00,2025-10-06 01:00:00
SHP-17892,Humira (Adalimumab),Bangalore,bangalore,FedEx,0,19/11/2025 00:00,2025-11-20 04:00:00
SHP-59257,Humira (Adalimumab),Hyderabad,Delhi,DHL,0,2025-06-15 00:00:00,2025-06-15 12:00:00
SHP-68605,Humira (Adalimumab),Mumbai,Delhi ,Delhivery,0,2025-02-15 00:00:00,2025-02-17 13:00:00
SHP-63253,COVID-19 mRNA Vaccine,Chennai,Delhi,Delhivery,0,2025-07-23 00:00:00,2025-07-24 23:00:00
SHP-52134,Insulin Glargine,Hyderabad,Delhi ,BlueDart,0,2025-05-09 00:00:00,2025-05-11 20:00:00
SHP-43491,Amoxicillin,Bangalore,Mumbai,Delhivery,0,03/10/2025 00:00,2025-10-05 21:00:00
SHP-30649,Humira (Adalimumab),Mumbai,Delhi,FedEx,0,2025-01-01 00:00:00,2025-01-02 14:00:00
SHP-17574,Insulin Glargine,Mumbai,Delhi,BlueDart,1,08/10/2025 00:00,2025-10-11 00:00:00
SHP-42315,Humira (Adalimumab),Bangalore,Mumbai,FedEx,0,2025-06-13 00:00:00,2025-06-14 17:00:00
SHP-77249,COVID-19 mRNA Vaccine,Bangalore,Delhi ,FedEx,0,2025-05-17 00:00:00,2025-05-17 13:00:00
SHP-65261,Insulin Glargine,Hyderabad,Bangalore,Delhivery,0,2025-06-30 00:00:00,2025-07-01 09:00:00
SHP-32611,COVID-19 mRNA Vaccine,Delhi,Bangalore,Delhivery,0,2025-12-06 00:00:00,2025-12-07 09:00:00
SHP-41807,Humira (Adalimumab),Mumbai,Chennai,FedEx,0,01/05/2025 00:00,2025-05-01 18:00:00
SHP-39358,Humira (Adalimumab),Hyderabad,Bangalore,,0,2025-05-10 00:00:00,2025-05-10 12:00:00
SHP-82940,COVID-19 mRNA Vaccine,Bangalore,Hyderabad,Delhivery,0,15/03/2025 00:00,2025-03-16 09:00:00
SHP-27040,Amoxicillin,Hyderabad,Hyderabad,Delhivery,0,17/06/2025 00:00,2025-06-18 23:00:00
SHP-23169,COVID-19 mRNA Vaccine,Bangalore,Hyderabad,DHL,0,2025-12-18 00:00:00,2025-12-20 17:00:00
SHP-98797,Humira (Adalimumab),Chennai,Mumbai,FedEx,0,2025-05-30 00:00:00,2025-05-31 01:00:00
SHP-37660,COVID-19 mRNA Vaccine,Bangalore,Bangalore,Shadowfax,0,2025-06-14 00:00:00,2025-06-16 00:00:00
SHP-81742,Amoxicillin,Bangalore,Hyderabad,FedEx,0,11/09/2025 00:00,2025-09-12 21:00:00
SHP-93421,COVID-19 mRNA Vaccine,Bangalore,Chennai,BlueDart,0,2025-04-24 00:00:00,2025-04-26 06:00:00
SHP-85196,Amoxicillin,Delhi,Mumbai,Delhivery,0,2025-01-17 00:00:00,2025-01-19 17:00:00
SHP-21588,Amoxicillin,Bangalore,Chennai,Delhivery,0,2025-02-19 00:00:00,2025-02-19 13:00:00
SHP-19544,COVID-19 mRNA Vaccine,Mumbai,Bangalore ,Shadowfax,0,21/04/2025 00:00,2025-04-23 03:00:00
SHP-30932,COVID-19 mRNA Vaccine,Mumbai,Delhi,BlueDart,0,07/08/2025 00:00,2025-08-07 13:00:00
SHP-15045,Insulin Glargine,Hyderabad,Chennai ,DHL,0,2025-02-08 00:00:00,2025-02-10 01:00:00
SHP-96674,Humira (Adalimumab),Delhi,delhi,FedEx,0,2025-10-01 00:00:00,2025-10-02 03:00:00
SHP-98869,Amoxicillin,Hyderabad,Mumbai,DHL,0,2025-07-11 00:00:00,2025-07-13 12:00:00
SHP-22474,Insulin Glargine,Mumbai,Chennai ,BlueDart,0,2025-11-18 00:00:00,2025-11-20 04:00:00
SHP-84321,COVID-19 mRNA Vaccine,Mumbai,Chennai,Shadowfax,0,16/10/2025 00:00,2025-10-17 19:00:00
SHP-62501,Humira (Adalimumab),Chennai,Mumbai,BlueDart,0,2025-12-23 00:00:00,2025-12-24 21:00:00
SHP-75418,Insulin Glargine,Bangalore,Mumbai,Shadowfax,0,03/09/2025 00:00,2025-09-05 04:00:00
SHP-62402,Amoxicillin,Mumbai,Hyderabad,DHL,0,2025-04-12 00:00:00,2025-04-13 15:00:00
SHP-80536,Insulin Glargine,Hyderabad,Bangalore,DHL,0,2025-01-30 00:00:00,2025-01-31 16:00:00
SHP-29814,Amoxicillin,Hyderabad,Chennai,BlueDart,0,2025-12-01 00:00:00,2025-12-03 14:00:00
SHP-10331,COVID-19 mRNA Vaccine,Bangalore,Chennai ,BlueDart,0,2025-11-07 00:00:00,2025-11-09 11:00:00
SHP-57286,Humira (Adalimumab),Bangalore,Mumbai,Delhivery,0,2025-12-25 00:00:00,2025-12-27 03:00:00
SHP-32935,Humira (Adalimumab),Chennai,Mumbai,Shadowfax,0,2025-12-04 00:00:00,2025-12-04 19:00:00
SHP-15731,Humira (Adalimumab),Delhi,Bangalore,Delhivery,0,2025-11-07 00:00:00,2025-11-09 14:00:00
SHP-35691,COVID-19 mRNA Vaccine,Hyderabad,mumbai,FedEx,0,2025-12-29 00:00:00,2025-12-29 18:00:00
SHP-99214,Amoxicillin,Bangalore,delhi ,,0,2025-09-17 00:00:00,2025-09-18 02:00:00
SHP-70081,COVID-19 mRNA Vaccine,Hyderabad,Delhi,BlueDart,0,2025-05-01 00:00:00,2025-05-03 07:00:00
SHP-15443,Humira (Adalimumab),Bangalore,Delhi,DHL,0,2025-07-17 00:00:00,2025-07-18 12:00:00
SHP-20763,COVID-19 mRNA Vaccine,Mumbai,Delhi ,FedEx,0,01/06/2025 00:00,2025-06-03 03:00:00
SHP-89265,COVID-19 mRNA Vaccine,Hyderabad,Bangalore,FedEx,0,2025-02-09 00:00:00,2025-02-11 16:00:00
SHP-79590,COVID-19 mRNA Vaccine,Mumbai,Chennai,Delhivery,0,2025-06-24 00:00:00,2025-06-24 20:00:00
SHP-42596,Amoxicillin,Hyderabad,Delhi ,Delhivery,0,2025-04-21 00:00:00,2025-04-22 21:00:00
SHP-16717,Insulin Glargine,Delhi,Mumbai,FedEx,0,2025-12-31 00:00:00,2026-01-01 10:00:00
SHP-54308,Insulin Glargine,Chennai,Delhi,BlueDart,0,2025-06-30 00:00:00,2025-07-01 22:00:00
SHP-90809,COVID-19 mRNA Vaccine,Mumbai,Bangalore,Delhivery,0,2025-06-13 00:00:00,2025-06-14 08:00:00
SHP-19729,Insulin Glargine,Bangalore,Mumbai,FedEx,0,2025-07-25 00:00:00,2025-07-27 11:00:00
SHP-83648,Insulin Glargine,Delhi,Delhi,,0,2026-01-01 00:00:00,2026-01-01 17:00:00
SHP-36779,COVID-19 mRNA Vaccine,Hyderabad,Chennai,Delhivery,0,2025-01-20 00:00:00,2025-01-21 13:00:00
SHP-95697,COVID-19 mRNA Vaccine,Mumbai,mumbai,FedEx,0,2025-01-26 00:00:00,2025-01-27 07:00:00
SHP-83735,Humira (Adalimumab),Hyderabad,Mumbai ,Shadowfax,0,2025-10-25 00:00:00,2025-10-25 15:00:00
SHP-81215,Insulin Glargine,Hyderabad,Chennai ,,0,16/10/2025 00:00,2025-10-17 18:00:00
SHP-45506,Amoxicillin,Hyderabad,Mumbai,Shadowfax,0,2025-04-01 00:00:00,2025-04-01 13:00:00
SHP-77814,COVID-19 mRNA Vaccine,Chennai,delhi,Delhivery,0,2025-07-20 00:00:00,2025-07-21 12:00:00
SHP-28297,Humira (Adalimumab),Chennai,Mumbai,Delhivery,0,2025-03-21 00:00:00,2025-03-22 14:00:00
SHP-95612,Amoxicillin,Bangalore,Delhi ,Shadowfax,0,2025-06-25 00:00:00,2025-06-25 17:00:00
SHP-60798,Insulin Glargine,Mumbai,Chennai,BlueDart,0,2025-08-02 00:00:00,2025-08-03 03:00:00
SHP-70907,Humira (Adalimumab),Delhi,Hyderabad,FedEx,0,2025-06-19 00:00:00,2025-06-20 04:00:00
SHP-46004,COVID-19 mRNA Vaccine,Delhi,Chennai,BlueDart,0,2025-10-03 00:00:00,2025-10-03 16:00:00
SHP-74363,Amoxicillin,Delhi,Delhi,BlueDart,0,2025-10-13 00:00:00,2025-10-15 05:00:00
SHP-53676,COVID-19 mRNA Vaccine,Hyderabad,Bangalore,FedEx,0,2025-01-01 00:00:00,2025-01-03 14:00:00
SHP-30310,Insulin Glargine,Chennai,Chennai,DHL,0,2025-11-12 00:00:00,2025-11-12 17:00:00
SHP-51203,Amoxicillin,Mumbai,bangalore,,0,2025-11-30 00:00:00,2025-11-30 13:00:00
SHP-85842,Insulin Glargine,Hyderabad,Bangalore,BlueDart,0,2025-08-18 00:00:00,2025-08-19 02:00:00
SHP-82138,Insulin Glargine,Chennai,Delhi,BlueDart,0,2025-08-31 00:00:00,2025-09-02 15:00:00
SHP-80873,Humira (Adalimumab),Chennai,Delhi,DHL,0,03/04/2025 00:00,2025-04-04 09:00:00
SHP-41102,COVID-19 mRNA Vaccine,Mumbai,Hyderabad,Delhivery,0,2025-09-12 00:00:00,2025-09-13 21:00:00
SHP-27971,Amoxicillin,Mumbai,Mumbai,Shadowfax,0,2025-06-30 00:00:00,2025-07-02 16:00:00
SHP-57462,Insulin Glargine,Mumbai,Chennai,Shadowfax,0,2025-02-09 00:00:00,2025-02-10 17:00:00
SHP-99399,Insulin Glargine,Hyderabad,Delhi,DHL,0,2025-09-24 00:00:00,2025-09-25 15:00:00
SHP-92469,Amoxicillin,Bangalore,Chennai ,BlueDart,0,2025-12-20 00:00:00,2025-12-20 13:00:00
SHP-70195,Insulin Glargine,Mumbai,Bangalore,Shadowfax,0,19/12/2025 00:00,2025-12-19 21:00:00
SHP-18244,Humira (Adalimumab),Bangalore,Mumbai,DHL,0,2025-11-17 00:00:00,2025-11-18 00:00:00
SHP-92504,Humira (Adalimumab),Hyderabad,Hyderabad,FedEx,0,2025-12-29 00:00:00,2025-12-30 01:00:00
SHP-82296,Humira (Adalimumab),Bangalore,Chennai,Shadowfax,0,2025-08-24 00:00:00,2025-08-25 02:00:00
SHP-90039,Humira (Adalimumab),Delhi,Mumbai,FedEx,0,2025-07-30 00:00:00,2025-08-01 11:00:00
SHP-68802,Insulin Glargine,Bangalore,Hyderabad,,0,2025-12-14 00:00:00,2025-12-16 15:00:00
SHP-11734,Amoxicillin,Mumbai,Chennai,Shadowfax,0,2025-06-02 00:00:00,2025-06-03 07:00:00
SHP-19310,Amoxicillin,Hyderabad,Mumbai,DHL,0,2025-01-27 00:00:00,2025-01-28 16:00:00
SHP-55676,Amoxicillin,Mumbai,Delhi,Delhivery,0,2025-04-06 00:00:00,2025-04-08 12:00:00
SHP-26549,Amoxicillin,Delhi,chennai,Shadowfax,0,2025-10-22 00:00:00,2025-10-24 03:00:00
SHP-40513,COVID-19 mRNA Vaccine,Mumbai,mumbai,Shadowfax,1,10/09/2025 00:00,2025-09-11 12:00:00
SHP-98956,Amoxicillin,Mumbai,Hyderabad,Shadowfax,0,10/08/2025 00:00,2025-08-12 10:00:00
SHP-11020,COVID-19 mRNA Vaccine,Mumbai,Mumbai,,0,2025-08-06 00:00:00,2025-08-08 23:00:00
SHP-31654,COVID-19 mRNA Vaccine,Chennai,Delhi,DHL,0,2025-08-24 00:00:00,2025-08-26 18:00:00
SHP-72494,Humira (Adalimumab),Delhi,Chennai,DHL,0,2025-10-27 00:00:00,2025-10-28 01:00:00
SHP-45816,COVID-19 mRNA Vaccine,Mumbai,Chennai ,Delhivery,0,2025-06-16 00:00:00,2025-06-17 10:00:00
SHP-95058,Insulin Glargine,Mumbai,Chennai ,DHL,0,2025-10-21 00:00:00,2025-10-23 19:00:00
SHP-99604,COVID-19 mRNA Vaccine,Mumbai,Delhi ,DHL,0,2025-07-20 00:00:00,2025-07-23 00:00:00
SHP-50991,Humira (Adalimumab),Hyderabad,hyderabad ,BlueDart,0,25/04/2025 00:00,2025-04-27 10:00:00
SHP-89421,COVID-19 mRNA Vaccine,Chennai,Chennai,BlueDart,0,2025-07-03 00:00:00,2025-07-03 13:00:00
SHP-36814,Insulin Glargine,Hyderabad,Hyderabad,FedEx,0,2025-06-25 00:00:00,2025-06-27 21:00:00
SHP-49849,Insulin Glargine,Chennai,Mumbai,Delhivery,0,2025-05-16 00:00:00,2025-05-16 19:00:00
SHP-53225,Insulin Glargine,Mumbai,Hyderabad ,BlueDart,0,2025-01-10 00:00:00,2025-01-11 23:00:00
SHP-37834,Humira (Adalimumab),Delhi,Hyderabad ,Delhivery,0,2025-10-29 00:00:00,2025-10-30 22:00:00
SHP-60452,Humira (Adalimumab),Bangalore,Chennai,Delhivery,0,2025-12-17 00:00:00,2025-12-19 05:00:00
SHP-27622,Amoxicillin,Bangalore,Bangalore,Shadowfax,0,2025-07-21 00:00:00,2025-07-24 00:00:00
SHP-56351,Humira (Adalimumab),Mumbai,Bangalore,Delhivery,0,2025-06-24 00:00:00,2025-06-24 20:00:00
SHP-42014,Insulin Glargine,Hyderabad,Delhi,Shadowfax,0,2025-10-23 00:00:00,2025-10-25 14:00:00
SHP-67927,Insulin Glargine,Delhi,Delhi,FedEx,0,2025-11-21 00:00:00,2025-11-22 08:00:00
SHP-14653,Humira (Adalimumab),Chennai,Bangalore,FedEx,0,15/04/2025 00:00,2025-04-16 06:00:00
SHP-52188,COVID-19 mRNA Vaccine,Mumbai,Mumbai,FedEx,0,2025-09-24 00:00:00,2025-09-25 01:00:00
SHP-80803,Humira (Adalimumab),Delhi,Chennai ,Shadowfax,0,24/06/2025 00:00,2025-06-26 16:00:00
SHP-16028,Humira (Adalimumab),Delhi,Chennai,Shadowfax,0,2025-12-22 00:00:00,2025-12-22 18:00:00
SHP-86698,Insulin Glargine,Chennai,Mumbai,FedEx,0,2025-06-29 00:00:00,2025-07-01 05:00:00
SHP-48731,Amoxicillin,Delhi,Mumbai,Shadowfax,0,06/02/2025 00:00,2025-02-08 04:00:00
SHP-15087,Insulin Glargine,Hyderabad,Bangalore,DHL,0,2025-11-10 00:00:00,2025-11-12 11:00:00
SHP-38661,Amoxicillin,Hyderabad,Delhi,DHL,0,10/04/2025 00:00,2025-04-12 01:00:00
SHP-64147,Insulin Glargine,Hyderabad,Mumbai,Shadowfax,0,2025-09-14 00:00:00,2025-09-16 01:00:00
SHP-92625,Humira (Adalimumab),Delhi,Delhi,Shadowfax,0,02/01/2025 00:00,2025-01-02 14:00:00
SHP-73469,Insulin Glargine,Hyderabad,Hyderabad,BlueDart,0,2025-08-22 00:00:00,2025-08-23 12:00:00
SHP-94396,Insulin Glargine,Chennai,Chennai,,1,2025-12-31 00:00:00,2026-01-02 11:00:00
SHP-12401,Insulin Glargine,Delhi,bangalore ,Delhivery,0,2025-12-02 00:00:00,2025-12-04 21:00:00
SHP-28150,Humira (Adalimumab),Bangalore,Chennai,Delhivery,1,2025-08-16 00:00:00,2025-08-18 21:00:00
SHP-23466,Humira (Adalimumab),Delhi,Bangalore,Delhivery,0,2025-10-14 00:00:00,2025-10-16 11:00:00
SHP-30151,Humira (Adalimumab),Chennai,Hyderabad,FedEx,0,17/10/2025 00:00,2025-10-17 14:00:00
SHP-60070,Humira (Adalimumab),Bangalore,Chennai,DHL,0,2025-08-06 00:00:00,2025-08-07 00:00:00
SHP-87031,Amoxicillin,Delhi,Hyderabad,FedEx,0,18/06/2025 00:00,2025-06-19 20:00:00
SHP-66626,Amoxicillin,Hyderabad,bangalore,Shadowfax,0,2025-11-16 00:00:00,2025-11-17 07:00:00
SHP-41656,COVID-19 mRNA Vaccine,Mumbai,Mumbai,BlueDart,0,28/02/2025 00:00,2025-02-28 16:00:00
SHP-96552,Humira (Adalimumab),Mumbai,Chennai,Shadowfax,0,2025-09-14 00:00:00,2025-09-16 13:00:00
SHP-58842,Amoxicillin,Hyderabad,hyderabad ,Shadowfax,0,14/02/2025 00:00,2025-02-14 23:00:00
SHP-42920,Insulin Glargine,Mumbai,Chennai,BlueDart,0,2025-12-05 00:00:00,2025-12-07 05:00:00
